date,sales,yhat,yhat_lower,yhat_upper
2013-01-28,285460.169953,308290.01363196154,180626.6347212564,425248.6692870752
2013-01-29,264488.8180765,263517.1650969115,144970.23775803976,394955.7359070516
2013-01-30,281061.127052,288698.87479572813,158898.04483913572,421217.2430452704
2013-01-31,271254.217996,201254.18931550105,74888.17053619862,331784.310988717
2013-02-01,369402.055266,276905.47874495457,144102.24194142653,399923.3882071203
2013-02-02,518887.462705,463525.3729571744,336697.9795473542,580401.5905396127
2013-02-03,486336.82018,521825.5271530171,384200.8043092065,647585.175644081
2013-02-04,344308.715017,305789.6596877769,181133.7283108228,431539.2823941015
2013-02-05,321245.83913,258418.29301746003,134389.4012162514,382753.4521716694
2013-02-06,321538.177149,280981.4486666341,150171.49244068013,409974.5331673826
2013-02-07,290807.530973,191020.82726914855,61772.04310894657,313770.3187294878
2013-02-08,347441.789912,264375.11515369685,143368.5017906876,389169.7796427925
2013-02-09,416176.2790747,449023.6733310261,316658.5765350113,565332.1651749822
2013-02-10,300951.328993,505772.3773857454,380120.0305988804,631614.2771160152
2013-02-11,278627.588926,288684.12647707266,168064.8795304338,427962.6206569206
2013-02-12,308800.7909121,240821.5157070107,116219.10210470426,365883.0288974781
2013-02-13,319597.929962,263497.97282199963,142081.65265394363,391407.4150195228
2013-02-14,308164.016957,174278.9258214866,43603.4940428824,290391.545838893
2013-02-15,320168.883912,249006.66309157445,124450.15815393411,379900.38525899954
2013-02-16,485660.494008,435644.1463591493,307421.2619144364,567031.0712087611
2013-02-17,399588.910014,494961.5337291851,366481.71743098064,623733.7619862403
2013-02-18,350745.573191,280967.90461698925,150766.2377462698,409966.1800139877
2013-02-19,293637.801951,236655.6401679448,115126.99348271868,355542.6860059761
2013-02-20,313803.162034,263253.70649696526,129371.86947331164,384261.4420701058
2013-02-21,267711.1090155,178231.34233575335,53746.70956613532,306241.0468043401
2013-02-22,285679.869131,257325.73829986827,127029.08076343712,376810.80540672527
2013-02-23,412897.349113,448388.8863901077,320585.03925854363,576846.0779540676
2013-02-24,452726.126103,512077.2704017843,386232.07383481663,625177.0242463388
2013-02-25,307110.875933,302286.7999526371,176847.24876153166,432806.51736196456
2013-02-26,270425.0070675,261900.35265397103,133098.23350535406,371725.6838058287
2013-02-27,288401.998919,292044.08505040075,167231.1863586899,417459.019757902
2013-02-28,278116.291888,210093.93221967164,78065.52336525329,344903.28800221474
2013-03-01,378898.165064,291705.8082908997,159323.32518784906,417070.30900997657
2013-03-02,547857.205258,484664.6207169003,369413.1697227744,616095.6712680394
2013-03-03,559820.580027,549575.7138006152,417055.71147149306,669284.2739361745
2013-03-04,383647.679097,340301.1010826569,217882.77279730325,463300.7440830715
2013-03-05,332189.993189,299707.82111340255,169144.66121679568,421041.731037083
2013-03-06,335726.580968,328924.5610496364,208483.0352638996,461382.7553352621
2013-03-07,293099.52701,245347.965616042,111656.09147032155,375634.5064970456
2013-03-08,316600.679967,324672.15549334866,198549.52652685027,459853.33374964015
2013-03-09,453259.496866,514736.5929575582,384292.55611472303,644981.7597231643
2013-03-10,461859.756153,576215.9478383712,452381.9874116067,701502.5773083578
2013-03-11,318379.133021,363054.3722637856,237212.3361640192,480985.80730129074
2013-03-12,271823.37801,318211.5773459029,197957.37658495412,455882.5332852743
2013-03-13,287869.663972,342916.9228967963,210652.79939914428,475223.8088725639
2013-03-14,247541.420096,254673.0104333778,135932.745025901,394240.0118373814
2013-03-15,315878.090213,329282.38018805103,195679.67228322808,458376.5833072944
2013-03-16,482233.433961,514692.5283840428,390385.3104794005,645710.610974357
2013-03-17,513439.584913,571682.975842303,449330.2007105232,689723.030600986
2013-03-18,330283.80303,354296.87178685487,229114.2813870989,486442.84491114126
2013-03-19,294020.245897,305584.5967570789,179386.67231426438,436358.31176495866
2013-03-20,321207.006946,326855.6399366911,193064.828418309,461867.3802133494
2013-03-21,269130.127953,235680.29713317487,111053.43639440463,358330.77537871536
2013-03-22,304100.453969,307914.8364638153,183247.54752237265,438787.3715984121
2013-03-23,453192.003086,491545.3835478494,367049.0286407127,614156.0556794845
2013-03-24,449794.636951,547374.2812148652,420705.631096354,673386.7053497204
2013-03-25,317559.6099585,329451.41944774863,200272.3108389381,455059.7047800294
2013-03-26,275818.2359,280817.9991357164,153952.679837052,412754.3017671538
2013-03-27,313691.148998,302758.99258670193,171054.30855261683,426553.0239442175
2013-03-28,339293.269022,212805.82325994712,90573.48209315706,343785.38199395174
2013-03-29,345513.132,286762.8774075028,156766.45448933885,411383.3605269578
2013-03-30,452661.356036,472553.0556209735,345544.1730756169,597181.8147811454
2013-03-31,462107.639956,530906.0674588871,405124.1969314748,667395.0241480351
2013-04-01,428816.447912,315791.906598868,183808.4127468792,449327.87474191486
2013-04-02,377732.827961,270166.9071091283,146123.4465969815,401556.95968123537
2013-04-03,373731.0758793,295228.5779902565,166939.87402347225,427065.1861720627
2013-04-04,308738.385963,208420.671706428,76728.26346887014,329211.5013544219
2013-04-05,336394.782031,285462.03360359656,164220.9730006912,414267.1579701831
2013-04-06,509424.214023,474194.3772244199,350335.786964212,594682.7450703757
2013-04-07,519048.376884,535272.6302047394,407576.8268661566,662700.3223881532
2013-04-08,346649.815943,322600.23578144546,196094.7913928361,450961.9027824368
2013-04-09,306335.8019617,279076.7655067063,148237.54616855655,399231.22364928375
2013-04-10,312846.374941,305854.0038749482,175697.06584326475,433316.9676986177
2013-04-11,303223.41301,220341.9335147572,92473.61768797318,344143.5603045119
2013-04-12,314394.967035,298238.15075586207,169692.39512304254,417924.6711362848
2013-04-13,453442.497048,487375.849714553,354850.2798340648,609232.8217174775
2013-04-14,478417.148813,548414.0229208978,415346.121196325,667279.0248962396
2013-04-15,338712.458055,335272.27675056545,207345.58530759264,462983.9587961203
2013-04-16,333431.880049,290877.6397551144,167144.77331392077,410285.74819319166
2013-04-17,334990.518942,316419.55554047425,187666.6359698731,440272.5255745734
2013-04-18,281924.509951,229354.5271321214,102812.4086892559,353033.84130271926
2013-04-19,311588.70494,305433.987003224,176744.11489056432,426658.90063207975
2013-04-20,459884.838043,492550.5799229059,368303.7528874079,619192.9350313562
2013-04-21,485721.032087,551426.5588965338,419922.3923753269,678083.921754423
2013-04-22,328886.320986,336046.7460207071,218778.80868806512,454590.8535470068
2013-04-23,302097.8329435,289403.4902029251,158469.57050568156,416100.980624328
2013-04-24,310555.184925,312749.8654196632,188266.2234292825,432872.67555687216
2013-04-25,268790.618996,223602.62550460704,96474.33205181922,343186.87043990806
2013-04-26,304413.556952,297768.5342824997,169947.3527711024,426678.3974126519
2013-04-27,446665.337895,483189.2972623591,362889.9553310783,615803.9765949019
2013-04-28,477623.4729303,540628.827521968,409990.1107944833,672965.5412272076
2013-04-29,328795.874018,324105.32285655173,199212.30619684805,448677.6553566639
2013-04-30,310186.466894,276635.6031475172,144021.72365872544,400896.2566821695
2013-05-01,507974.636889,299487.9606898504,177194.04238174955,435895.0804646076
2013-05-02,348709.460063,210185.04019137495,82707.97188228562,329561.22540341323
2013-05-03,374291.2510323,284530.3599797386,152194.92381570966,407906.1942877209
2013-05-04,520339.515965,470453.6857498581,344698.9388666969,595801.5265839659
2013-05-05,580268.550981,528698.967698765,402032.94229266944,664649.8933686217
2013-05-06,369869.383046,313257.2902479737,179016.22419226466,439587.3962951357
2013-05-07,317292.964148,267112.2503845693,146246.52059635211,390230.7880455387
2013-05-08,332477.410968,291493.9805289471,160191.55989053752,416626.3747440701
2013-05-09,305868.0570225,203883.29311402337,85255.66800514921,328948.3222316905
2013-05-10,335937.441949,280039.517495946,154573.21267010676,397185.03147643554
2013-05-11,512090.58108,467847.1995029953,347810.03271591105,597045.4334401853
2013-05-12,387860.5050145,528005.3345947831,401139.7211139873,652429.9115919233
2013-05-13,350598.06187,314461.5462965466,181314.6322297328,438622.9045471923
2013-05-14,308469.313119,270158.5918570748,154275.45599830296,389339.1102039789
2013-05-15,329113.560081,296289.38131143065,175844.7128093233,424848.5697746076
2013-05-16,307556.946937,210301.96260871465,91956.25435384398,350974.43290518067
2013-05-17,330004.241998,287928.02465469064,170655.20928114376,415854.028287119
2013-05-18,480969.558942,477030.0760126655,350146.5628949751,610710.8946736248
2013-05-19,518153.554009,538290.9640276119,410873.4218893459,665265.0998714215
2013-05-20,341787.214991,325648.1462383402,196085.84595526924,451272.5938344969
2013-05-21,307178.399952,282040.1023501927,148576.48971792142,405232.242508226
2013-05-22,301785.4831075,308661.08505178697,188908.2311439,432037.3955845838
2013-05-23,289261.058026,222965.67959655877,93733.30008556187,351608.5224880701
2013-05-24,398389.241982,300696.7456962628,177159.3085254003,426062.89265173353
2013-05-25,417930.141993,489731.9247354962,360013.38313190493,617584.2238288261
2013-05-26,450631.400068,550772.4049728762,419333.6641174122,669358.0924321258
2013-05-27,321630.8309235,337776.38607112924,219055.467435076,470739.7964695519
2013-05-28,307329.1680565,293704.66127935186,162308.07868742498,421241.5288796685
2013-05-29,309333.380899,319774.54511326045,186260.17219889196,439354.0238546377
2013-05-30,304344.849939,233463.64453669195,95731.1683276398,361446.9338761098
2013-05-31,330257.841975,310537.07288234733,182026.00110396717,437136.00538059947
2013-06-01,566901.814988,498893.31199329154,372359.24611282256,622702.8232648595
2013-06-02,637698.494958,559252.4338201869,445866.1134335349,687262.9238114986
2013-06-03,426332.097995,345589.1369446757,214979.4972664736,470037.93832770863
2013-06-04,369705.160085,300878.0256715718,165769.73990636884,425051.6449826229
2013-06-05,361791.080915,326347.36383612035,209367.90519175472,451587.1287738826
2013-06-06,317496.765891,239482.80061179167,110893.04619709511,356064.42992019904
2013-06-07,357673.087977,316054.6619689049,192403.9238449061,438296.0290824456
2013-06-08,466292.699096,503964.0031331754,377245.5674036972,620431.1251681845
2013-06-09,526804.730256,563931.1191050409,437847.5904018215,693447.215741437
2013-06-10,349754.291978,349928.9510988313,225388.8833179947,472515.2199626179
2013-06-11,283858.2159925,304928.79624241346,178649.65538259468,423493.9551523785
2013-06-12,320173.5779987,330154.5305027788,220237.8245081101,470947.9306584551
2013-06-13,282886.9200452,243086.819027024,104341.89085670414,362466.3515354001
2013-06-14,326956.7421072,319490.8839832035,192450.39127866016,446736.6667983368
2013-06-15,505950.6668701,507263.0034361434,379640.8591574978,628238.9655026231
2013-06-16,435894.082881,567119.4169460139,439228.1628020972,683462.1147494562
2013-06-17,370944.271024,353030.0577784478,217146.75068170775,489227.1261406596
2013-06-18,320885.3399215,307964.50389481155,173092.03206669044,427999.2309532458
2013-06-19,319235.25797700003,333146.34634191,218265.08413338012,460619.3613153665
2013-06-20,293877.944015,246057.4420081309,119248.40103166497,374176.2598051601
2013-06-21,319722.6870265,322465.61845626734,199111.36009155287,451934.5217698047
2013-06-22,446347.312096,510271.0056753469,383698.1526303991,633387.4771350772
2013-06-23,504964.845142,570194.6775153857,444299.945966598,698597.1111058267
2013-06-24,336631.9640383,356212.03316762863,226656.3911510665,490614.0955691645
2013-06-25,305119.530064,311298.32566618134,193751.77334122037,428205.4241910664
2013-06-26,301847.2489636,336682.55416170857,212674.45535098424,455312.1426275139
2013-06-27,266525.458966,249851.2078380587,128096.02492293628,379513.8242131611
2013-06-28,324210.971803,326575.4520676564,199377.13028978815,452387.4744148316
2013-06-29,509379.108146,514756.95565096295,396893.4609735816,646052.888755983
2013-06-30,533481.693027,575116.0661593776,444573.22133989976,699407.97349446
2013-07-01,441758.3880965,361624.7872707665,242011.59053022237,481417.365581058
2013-07-02,390958.38408,317251.9870197534,187531.79897040548,438870.45907659247
2013-07-03,374551.917949,343217.07314366073,213302.3048112792,461489.3101858812
2013-07-04,327020.179028,256993.63956568693,133501.98767372267,379614.34907984594
2013-07-05,351401.500074,334336.68677617493,203615.15203641576,457633.954170458
2013-07-06,479514.493924,523128.62259673467,393791.5888961054,654224.6481852973
2013-07-07,500606.073078,584067.7529865726,452567.8087102515,704456.4456975505
2013-07-08,365452.995017,371101.71423255134,238552.61538609528,506677.90750823857
2013-07-09,317279.1449993,327173.267558182,204724.4072349653,460352.909439099
2013-07-10,314134.886071,353474.6792914761,230152.97531319465,477649.24525499216
2013-07-11,281750.931023,267452.1726587865,144732.7403426861,388114.1790388833
2013-07-12,308786.438133,344834.03158229066,216135.39450011496,465928.1190197
2013-07-13,432569.1022205,533477.536754157,406983.6035357117,646120.5278719154
2013-07-14,438722.417857,594058.4144221673,472446.0477510082,718373.5384937117
2013-07-15,348803.0469486,380505.21786179376,248400.90678933304,509312.5520948572
2013-07-16,335516.229006,335746.03006315936,212845.0389273665,462310.9704315004
2013-07-17,324313.8180255,360963.67819462775,241512.0617699836,487853.62738786143
2013-07-18,287074.8739522,273600.9143202955,155987.65995346615,398241.6497680406
2013-07-19,313332.555049,349389.1132578737,223173.3692030617,470709.2589372677
2013-07-20,435497.731013,536195.6414809378,413585.883037434,657101.1014904303
2013-07-21,437952.624049,594713.5552359648,467222.9932389159,726285.9702999289
2013-07-22,342802.29905,378896.0305172482,253268.9221210691,501703.54750170506
2013-07-23,316257.463107,331702.9018079936,198415.0185459432,457419.2609758789
2013-07-24,309243.7899995,354355.49471676,237830.904403498,482743.5679641157
2013-07-25,298074.2249247,264341.20819834154,131755.21371171967,397115.1951702867
2013-07-26,318745.692921,337441.4052004472,207448.3590198877,461155.22782583983
2013-07-27,423890.5020012,521577.7803510048,393317.5100197144,640528.7070314047
2013-07-28,433358.6520873,577500.884023106,446922.55646625353,697086.5370533116
2013-07-29,331493.2850525,359223.2326391504,237379.33937574195,489120.4659876024
2013-07-30,318553.989932,309764.4146486479,184624.8923479377,436013.3134915019
2013-07-31,357982.979012,330404.4143827926,198528.28027337143,453946.8324811084
2013-08-01,397555.3181021,238686.65002410876,106453.7438427864,358970.9948897281
2013-08-02,393831.120007,310444.32745582046,174457.44795325873,438780.75570005405
2013-08-03,516956.846013,493645.32264808944,356970.5716870171,620366.9682724399
2013-08-04,514267.27594,549079.3157904111,412795.0534370938,682230.0213326436
2013-08-05,407033.810946,330789.6494062313,207513.7340309308,442187.9874252384
2013-08-06,357263.854086,281817.3594845719,158408.61957353522,412188.106237977
2013-08-07,351302.132003,303453.6371480506,173599.16209849043,436585.6311923789
2013-08-08,310953.0239315,213242.24779597044,87426.07402686622,334194.66794071137
2013-08-09,337521.667868,287005.53315384034,155684.59580853174,409578.6197426152
2013-08-10,434184.94409,472689.22606990027,332612.5742325054,593747.4681734052
2013-08-11,434720.3230013,531049.8104697485,401803.42802737,661669.6996456239
2013-08-12,349539.224033,316086.89975900936,185222.6890969969,444078.7506201952
2013-08-13,317103.331061,270788.07533725444,148764.95302576353,391070.4350020156
2013-08-14,324377.386893,296382.42727573565,172357.868982303,432856.73267041
2013-08-15,311043.17291,210344.29995156545,88299.80547387786,341355.2376240881
2013-08-16,364487.3218839,288420.83724240656,158573.96431425432,412406.48441363097
2013-08-17,448835.3109167,478478.51892659673,351577.9484537616,606096.8759907668
2013-08-18,464053.7730675,541192.376978656,422166.5415429143,674104.5490380276
2013-08-19,362085.52696,330480.3167008393,204369.6572184052,456168.6204527379
2013-08-20,343046.11398,289249.93272569124,157226.11280578576,415045.1362551758
2013-08-21,335724.643932,318654.00847697177,195186.0952473432,434321.6426250616
2013-08-22,306473.26098,236096.1481138738,115252.0446835473,365816.19961800927
2013-08-23,331906.369098,317260.08301411266,198290.8865816044,439811.7797065952
2013-08-24,420576.154994,509957.7946775653,384571.9608619224,637387.4533480318
2013-08-25,443694.093754,574820.0972213743,440975.2526798514,695354.5768614594
2013-08-26,347159.6410143,365732.0645123954,235603.21667883312,494063.007053306
2013-08-27,319688.2190185,325580.6589307096,201871.48325344195,448413.1290027108
2013-08-28,319322.060993,355510.7252103173,220300.2065941496,477434.0413196752
2013-08-29,294518.685943,272930.78196328395,141716.9806143138,402942.2520755512
2013-08-30,354932.930947,353542.1458312303,229968.12069256837,477821.8261656105
2013-08-31,523631.3811059,545186.5326571721,430419.79514043225,682100.2033297229
2013-09-01,640406.221875,608535.7910291036,482996.7840248516,721756.5614240727
2013-09-02,458792.960966,397526.1748373183,268826.6165123401,520697.7976477998
2013-09-03,397680.420032,355104.54233320645,238535.36438409516,483239.0892244219
2013-09-04,392565.48591,382482.6837588165,256835.28755780647,507147.1621755084
2013-09-05,330622.779063,297141.2558254145,168731.76996320073,427165.2449898749
2013-09-06,335442.247929,374856.9095128016,252018.12860881293,495829.92889818887
2013-09-07,518584.247,563547.8114794043,439828.8084682506,690355.1814116932
2013-09-08,560852.005091,623961.2731500039,495699.8037416605,766389.7745700768
2013-09-09,377151.7070027,410105.9539509216,286394.9980180122,532102.7008389154
2013-09-10,308074.4658225,364996.0854382214,237387.12895582183,493628.2251792532
2013-09-11,323124.61885,389903.9752621754,264001.0226644442,521187.8578799328
2013-09-12,282855.730937,302362.3221638755,175514.3421612198,432832.8154059407
2013-09-13,319556.942029,378189.9757532525,241934.9718611713,503111.3595378389
2013-09-14,476364.004996,565336.3816499645,430436.57343868347,681576.2333588409
2013-09-15,532852.959041,624568.4580542713,505734.2798673096,750253.1040249602
2013-09-16,373229.840879,409902.3929821346,277132.8947751575,539971.0840231745
2013-09-17,327282.949966,364347.82162954105,237868.4207601188,489782.0840405519
2013-09-18,315687.718926,389160.64508376544,253679.3617227577,515822.805339328
2013-09-19,279580.372008,301846.01321421243,179556.55757299755,428277.0740036965
2013-09-20,331846.9039701,378185.0866664304,246626.25852153744,517661.72021950455
2013-09-21,468298.380896,566080.7897094528,446596.1053568438,692861.0771410887
2013-09-22,502068.7019007,626246.2619522567,489595.3225240326,752805.483222294
2013-09-23,356043.0340047,412638.4519104579,294399.8699020785,543242.1210955668
2013-09-24,303333.392926,368204.2587485527,234925.0134825627,499339.3325142439
2013-09-25,312490.104996,394135.42491131934,268809.73409004987,525702.4031980699
2013-09-26,273057.8798588,307873.6402561056,182154.7134026955,422684.46473300445
2013-09-27,320246.574024,385139.4085434086,261421.97938344727,516506.1612670127
2013-09-28,484903.6890081,573873.9439583381,446791.8925141368,699622.1210677613
2013-09-29,522868.441946,634647.1434349294,515019.81516281393,757737.489513201
2013-09-30,367068.4500143,421375.21953766,292595.9757263722,555956.5026490771
2013-10-01,436441.034076,376974.1472085968,255806.1958884369,509754.1612212444
2013-10-02,414455.6550375,402615.6814996973,269693.72187242546,531199.7293000565
2013-10-03,348933.24703,315733.24982731947,180264.7263931568,445969.3137391343
2013-10-04,378109.978059,392051.242318806,258290.99279842083,522025.70678435
2013-10-05,540156.625057,579432.8313517362,458363.1234881391,714948.1168191851
2013-10-06,553031.424016,638569.9608897828,508087.2402983726,765816.5359161268
2013-10-07,373387.109043,423417.8965329545,293445.07167436386,550971.8902938555
2013-10-08,326726.7240121,376941.7076513777,252416.3430395811,505989.55122679786
2013-10-09,322529.418957,400370.8676224233,273882.55920775805,524535.7925347219
2013-10-10,305047.0980576,311203.4351263497,175921.14002100666,436145.8219876928
2013-10-11,402913.849028,385233.3887941289,256686.8351422624,508101.5530886924
2013-10-12,426379.6909939,570396.3030409671,432214.8801338408,690581.6569941572
2013-10-13,481781.2559686,627457.068816084,510849.744753348,760798.1522639008
2013-10-14,342694.7209944,410442.1179300265,287542.20485088544,542347.7442708053
2013-10-15,305242.569986,362383.592712558,232168.14761819813,495177.48268405016
2013-10-16,355696.963943,384571.7180011581,257775.22034212368,515201.7290808718
2013-10-17,312949.412961,294556.90788446023,163334.4082187209,425501.9501770352
2013-10-18,323327.873107,368175.2453681274,245649.39167423372,492462.2641154024
2013-10-19,488245.570001,553392.5830780691,429470.9912827,675841.3395761057
2013-10-20,537713.5090483,610991.0215635523,477967.60181310045,740577.8727784172
2013-10-21,348721.327971,395000.26755376585,258638.80119309408,514080.9315320979
2013-10-22,301641.7850828,348441.347084632,227210.6488875259,480975.6822592477
2013-10-23,323105.11598,372578.9519738712,248260.92320549968,497637.6790167859
2013-10-24,276059.0800025,284923.96106909134,151952.66706536253,405416.4305422923
2013-10-25,317570.4260338,361259.7705163306,234798.0548649787,487099.21366397
2013-10-26,452902.363914,549487.6642285308,426393.4484069927,668031.6049727909
2013-10-27,512891.4830689,610314.9514858336,481157.5458650745,737295.0712528536
2013-10-28,346941.91396,397688.33234883135,277396.3581654107,522830.396431707
2013-10-29,302332.9969864,354539.9131501883,230294.159454626,477262.8680404232
2013-10-30,319494.7050373,382042.08824494097,255682.88962726056,506949.4807627919
2013-10-31,298195.433106,297612.75919003144,178383.83321753808,414176.62753068097
2013-11-01,403637.232955,376944.4493006728,255083.6215512328,505014.1040400211
2013-11-02,540615.555037,567852.4645359174,447226.4175189743,691678.1375377739
2013-11-03,602796.556029,630965.7457366078,498193.4769591816,754446.289521381
2013-11-04,424314.167046,420162.7917038732,307443.72866160073,548272.2155977632
2013-11-05,393322.182909,378319.9971659058,240365.56167665665,498765.0880432375
2013-11-06,386426.9788195,406568.5489684749,277361.1998503211,524591.6626901932
2013-11-07,346293.3400477,322301.2863024132,190818.4298495105,447768.5711096856
2013-11-08,358473.978049,401203.02706064616,275567.9303492895,535085.254185857
2013-11-09,513850.32307,591099.4666772031,474383.26795560657,722475.7945730734
2013-11-10,587666.490239,652648.2625773125,522856.735457791,773292.1764974928
2013-11-11,374087.890067,439774.6656457407,298389.4025014372,570660.9629402928
2013-11-12,373277.748034,395419.03923091525,273589.8083235559,518687.0078064796
2013-11-13,332279.2568851,420792.4203873362,289005.8214745309,540236.9268398698
2013-11-14,284567.4029707,333381.555317692,203896.2343373747,463699.4950438144
2013-11-15,349383.296052,408976.9515677532,277094.42863889603,533514.4651190332
2013-11-16,524065.5881155,595519.1071662172,464626.4867266121,734895.5574677493
2013-11-17,579209.228924,653786.5957645674,522641.2717060102,784459.8707863624
2013-11-18,391945.551999,437828.44552579685,310237.9824906029,556584.7655416329
2013-11-19,329455.2710234,390708.2370974972,265239.54996520816,512578.4797096323
2013-11-20,354337.734795,413756.1663874816,288930.38494155643,539758.397765683
2013-11-21,298047.047965,324570.59889095044,194502.4273298239,455271.4793462034
2013-11-22,340734.213038,399042.7542877141,273249.1369767062,529149.0253220248
2013-11-23,485544.298837,585199.7758376342,452186.7791282383,712993.6985964198
2013-11-24,550925.293106,643889.9544482046,524108.1837752243,769536.6201946558
2013-11-25,365965.5090102,429212.6289866437,310137.3836778777,560833.0649357951
2013-11-26,323292.830024,384260.26314287086,261417.2943761973,512007.7045111308
2013-11-27,337083.286026,410369.0083431335,277793.40649123763,535531.8979701917
2013-11-28,305982.981947,325119.33019573893,202300.9935033998,458424.7467664981
2013-11-29,357000.404165,404360.3731266743,275057.1065265722,544471.7778777466
2013-11-30,541977.655801,596053.338280576,471505.1681152112,724518.6355662621
2013-12-01,698217.128989,660957.6480186374,525410.1202979904,785484.3887190222
2013-12-02,495488.366984,453062.40558912855,322236.1737090859,580278.2063227006
2013-12-03,424438.046973,415330.6203971172,285247.26515920274,549286.1481948708
2013-12-04,424147.0459855,448952.46244156937,323185.8782441601,571537.4536873795
2013-12-05,386406.804985,371349.0623786788,239289.02534305985,506034.8334311831
2013-12-06,432661.755068,458200.4573030299,323042.0415628957,576130.0100562519
2013-12-07,537181.319801,657292.870990313,532415.3651516245,781724.5958301002
2013-12-08,588855.895921,729209.0060709331,594290.649984199,866401.808229829
2013-12-09,442309.3141075,527763.7537531749,396439.2340103474,647216.5710113711
2013-12-10,414421.695986,495752.6841602269,359172.5704125959,620346.0146783141
2013-12-11,422957.198908,534209.4718758605,404680.4688769463,670988.7683069565
2013-12-12,384256.080979,460413.6654873618,328534.7468762302,590394.5195800955
2013-12-13,434657.0129787,549922.2976654354,412384.12689769326,678648.2934505299
2013-12-14,554911.917024,750420.427918782,635056.0016570082,876606.9188982897
2013-12-15,642015.7758165,822414.2083981211,685772.219849062,941827.586771994
2013-12-16,516060.290853,619668.8031787543,491711.3937637908,748463.2877330056
2013-12-17,480470.7168425,584958.4628624157,465784.5014216647,711521.8493740605
2013-12-18,527481.336925,619324.8635173739,498203.6496754343,753808.1982415977
2013-12-19,507461.038187,540085.0901563908,415439.3512160343,667907.9408610185
2013-12-20,544104.2676365,622862.7504807729,497561.48147325375,760415.6205706516
2013-12-21,685673.07474,815437.3184290531,692617.4235271609,937802.9732448813
2013-12-22,696295.146867,878435.3233631994,761102.5914195309,1012394.1349647524
2013-12-23,792865.284427,665765.7582874369,538405.6941592775,783229.2489316979
2013-12-24,620663.290732,620367.068332941,498032.9172237006,750626.1407107568
2013-12-26,470731.1624137,552561.0988468383,429985.3085449725,680418.3323285746
2013-12-27,479314.968043,623490.4792280757,497281.8665550135,745999.04792039
2013-12-28,556952.3059789999,804235.6725903769,670666.9162059778,927597.9857238692
2013-12-29,499719.5049237,855628.6815853158,727888.6213616927,977742.1445628668
2013-12-30,635134.7358515,631778.6882361509,504932.1938979949,757905.5452100448
2013-12-31,507264.6630475,575814.5714265138,447332.8915209909,703774.8475190022
2014-01-01,8602.065404,,,
2014-01-02,801011.226041,489410.6884929528,363475.5765137222,623361.1941122187
2014-01-03,680672.845603,552603.450124982,437931.1290468561,677026.0073319237
2014-01-04,936628.8866039,726812.411767438,598274.4781253274,859622.5448946358
2014-01-05,949618.78894,772956.1144034246,648191.2747167625,890508.1623740703
2014-01-06,602268.564009,545202.086759126,411973.2405501347,668605.810427223
2014-01-07,563450.5988595,486708.3906500805,368731.0193334773,608392.8356663089
2014-01-08,636176.853478,498873.88315270987,372872.1540164641,633598.8449795241
2014-01-09,496377.933414,399338.7696892627,274254.87502742105,525422.2373064987
2014-01-10,543055.329066,464009.111191007,344267.5485060696,593707.1399308316
2014-01-11,787321.455619,640900.5413063075,512564.0788164964,771177.5046125015
2014-01-12,844633.598917,690824.940971062,573669.6063748712,826366.2135842053
2014-01-13,555547.0150185,467822.5469220191,352023.3865231566,602028.9803744919
2014-01-14,502643.104285,414906.9277204872,288831.4924336536,536664.2507949257
