date,yhat,yhat_lower,yhat_upper
2013-02-27,292044.08505040075,167231.1863586899,417459.019757902
2013-02-28,210093.93221967164,78065.52336525329,344903.28800221474
2013-03-01,291705.8082908997,159323.32518784906,417070.30900997657
2013-03-02,484664.6207169003,369413.1697227744,616095.6712680394
2013-03-03,549575.7138006152,417055.71147149306,669284.2739361745
2013-03-04,340301.1010826569,217882.77279730325,463300.7440830715
2013-03-05,299707.82111340255,169144.66121679568,421041.731037083
2013-03-06,328924.5610496364,208483.0352638996,461382.7553352621
2013-03-07,245347.965616042,111656.09147032155,375634.5064970456
2013-03-08,324672.15549334866,198549.52652685027,459853.33374964015
2013-03-09,514736.5929575582,384292.55611472303,644981.7597231643
2013-03-10,576215.9478383712,452381.9874116067,701502.5773083578
2013-03-11,363054.37226378557,237212.33616401916,480985.80730129074
2013-03-12,318211.5773459029,197957.37658495415,455882.5332852743
2013-03-13,342916.9228967963,210652.79939914428,475223.8088725639
2013-03-14,254673.0104333778,135932.745025901,394240.0118373814
2013-03-15,329282.38018805103,195679.67228322808,458376.5833072944
2013-03-16,514692.5283840428,390385.3104794005,645710.610974357
2013-03-17,571682.975842303,449330.2007105232,689723.030600986
2013-03-18,354296.87178685487,229114.28138709886,486442.84491114126
2013-03-19,305584.59675707895,179386.67231426438,436358.31176495866
2013-03-20,326855.6399366911,193064.828418309,461867.3802133494
2013-03-21,235680.29713317487,111053.43639440465,358330.77537871536
2013-03-22,307914.8364638153,183247.54752237262,438787.3715984121
2013-03-23,491545.3835478494,367049.0286407127,614156.0556794845
2013-03-24,547374.2812148652,420705.631096354,673386.7053497204
2013-03-25,329451.41944774863,200272.3108389381,455059.7047800294
2013-03-26,280817.9991357164,153952.679837052,412754.30176715384
2013-03-27,302758.99258670193,171054.30855261683,426553.0239442175
2013-03-28,212805.82325994712,90573.48209315706,343785.38199395174
2013-03-29,286762.8774075028,156766.45448933885,411383.36052695784
2013-03-30,472553.0556209735,345544.1730756169,597181.8147811454
2013-03-31,530906.0674588871,405124.1969314748,667395.0241480351
2013-04-01,315791.90659886796,183808.4127468792,449327.87474191486
2013-04-02,270166.9071091283,146123.4465969815,401556.95968123537
2013-04-03,295228.5779902565,166939.87402347225,427065.1861720627
2013-04-04,208420.671706428,76728.26346887014,329211.5013544219
2013-04-05,285462.03360359656,164220.9730006912,414267.15797018306
2013-04-06,474194.3772244199,350335.78696421196,594682.7450703757
2013-04-07,535272.6302047394,407576.8268661566,662700.3223881532
2013-04-08,322600.23578144546,196094.79139283614,450961.90278243675
2013-04-09,279076.7655067063,148237.54616855655,399231.22364928375
2013-04-10,305854.0038749482,175697.06584326475,433316.9676986177
2013-04-11,220341.93351475717,92473.61768797318,344143.5603045119
2013-04-12,298238.15075586207,169692.39512304254,417924.6711362848
2013-04-13,487375.849714553,354850.2798340648,609232.8217174775
2013-04-14,548414.0229208978,415346.121196325,667279.0248962396
2013-04-15,335272.27675056545,207345.58530759264,462983.9587961203
2013-04-16,290877.6397551144,167144.77331392077,410285.74819319166
2013-04-17,316419.55554047425,187666.6359698731,440272.5255745734
2013-04-18,229354.5271321214,102812.4086892559,353033.84130271926
2013-04-19,305433.987003224,176744.11489056432,426658.90063207975
2013-04-20,492550.5799229059,368303.7528874079,619192.9350313562
2013-04-21,551426.5588965338,419922.3923753269,678083.921754423
2013-04-22,336046.7460207071,218778.80868806512,454590.8535470068
2013-04-23,289403.4902029251,158469.57050568156,416100.98062432796
2013-04-24,312749.8654196632,188266.2234292825,432872.67555687216
2013-04-25,223602.62550460704,96474.33205181922,343186.87043990806
2013-04-26,297768.53428249975,169947.3527711024,426678.39741265186
2013-04-27,483189.29726235906,362889.95533107826,615803.9765949019
2013-04-28,540628.827521968,409990.11079448333,672965.5412272076
2013-04-29,324105.32285655173,199212.30619684805,448677.6553566639
2013-04-30,276635.6031475172,144021.72365872544,400896.2566821695
2013-05-01,299487.9606898504,177194.04238174955,435895.0804646076
2013-05-02,210185.04019137498,82707.97188228562,329561.22540341323
2013-05-03,284530.3599797386,152194.92381570966,407906.1942877209
2013-05-04,470453.68574985804,344698.9388666969,595801.5265839659
2013-05-05,528698.967698765,402032.94229266944,664649.8933686217
2013-05-06,313257.2902479737,179016.22419226466,439587.3962951357
2013-05-07,267112.2503845693,146246.52059635211,390230.7880455387
2013-05-08,291493.9805289471,160191.55989053752,416626.3747440701
2013-05-09,203883.29311402337,85255.66800514921,328948.3222316905
2013-05-10,280039.51749594597,154573.21267010676,397185.03147643554
2013-05-11,467847.1995029953,347810.03271591105,597045.4334401853
2013-05-12,528005.3345947831,401139.7211139873,652429.9115919233
2013-05-13,314461.5462965466,181314.6322297328,438622.9045471923
2013-05-14,270158.59185707476,154275.45599830296,389339.11020397884
2013-05-15,296289.38131143065,175844.7128093233,424848.5697746076
2013-05-16,210301.96260871465,91956.25435384398,350974.43290518067
2013-05-17,287928.02465469064,170655.20928114376,415854.028287119
2013-05-18,477030.0760126655,350146.5628949751,610710.8946736248
2013-05-19,538290.9640276119,410873.4218893459,665265.0998714215
2013-05-20,325648.1462383402,196085.84595526924,451272.5938344969
2013-05-21,282040.1023501927,148576.48971792142,405232.24250822596
2013-05-22,308661.08505178697,188908.2311439,432037.3955845838
2013-05-23,222965.67959655874,93733.30008556189,351608.5224880701
2013-05-24,300696.7456962628,177159.3085254003,426062.89265173353
2013-05-25,489731.9247354962,360013.38313190493,617584.2238288261
2013-05-26,550772.4049728762,419333.6641174122,669358.0924321258
2013-05-27,337776.38607112924,219055.46743507602,470739.7964695519
2013-05-28,293704.66127935186,162308.07868742498,421241.5288796685
2013-05-29,319774.54511326045,186260.17219889193,439354.0238546377
2013-05-30,233463.64453669195,95731.16832763981,361446.93387610983
2013-05-31,310537.07288234733,182026.00110396714,437136.00538059947
2013-06-01,498893.31199329154,372359.24611282256,622702.8232648595
2013-06-02,559252.4338201869,445866.1134335349,687262.9238114986
2013-06-03,345589.1369446757,214979.49726647357,470037.93832770863
2013-06-04,300878.0256715718,165769.73990636884,425051.64498262294
2013-06-05,326347.36383612035,209367.90519175472,451587.1287738826
2013-06-06,239482.80061179167,110893.04619709511,356064.42992019904
2013-06-07,316054.6619689049,192403.9238449061,438296.02908244554
2013-06-08,503964.0031331754,377245.56740369723,620431.1251681845
2013-06-09,563931.1191050409,437847.5904018215,693447.215741437
2013-06-10,349928.9510988313,225388.8833179947,472515.2199626179
2013-06-11,304928.79624241346,178649.65538259468,423493.95515237853
2013-06-12,330154.5305027788,220237.82450811006,470947.9306584551
2013-06-13,243086.81902702397,104341.89085670414,362466.3515354001
2013-06-14,319490.8839832035,192450.39127866016,446736.6667983368
2013-06-15,507263.0034361434,379640.8591574978,628238.9655026231
2013-06-16,567119.4169460139,439228.16280209715,683462.1147494562
2013-06-17,353030.0577784478,217146.75068170778,489227.12614065956
2013-06-18,307964.50389481155,173092.03206669044,427999.23095324583
2013-06-19,333146.34634191,218265.08413338015,460619.3613153665
2013-06-20,246057.44200813092,119248.40103166497,374176.25980516005
2013-06-21,322465.61845626734,199111.36009155287,451934.52176980465
2013-06-22,510271.00567534694,383698.1526303991,633387.4771350772
2013-06-23,570194.6775153857,444299.945966598,698597.1111058267
2013-06-24,356212.03316762863,226656.3911510665,490614.0955691645
2013-06-25,311298.32566618134,193751.77334122034,428205.42419106635
2013-06-26,336682.55416170857,212674.45535098424,455312.1426275139
2013-06-27,249851.2078380587,128096.02492293628,379513.8242131611
2013-06-28,326575.4520676564,199377.13028978818,452387.47441483155
2013-06-29,514756.95565096295,396893.4609735816,646052.888755983
2013-06-30,575116.0661593776,444573.22133989976,699407.97349446
2013-07-01,361624.7872707665,242011.59053022234,481417.36558105797
2013-07-02,317251.9870197534,187531.79897040548,438870.45907659247
2013-07-03,343217.07314366073,213302.30481127917,461489.3101858812
2013-07-04,256993.63956568693,133501.98767372267,379614.34907984594
2013-07-05,334336.68677617493,203615.15203641576,457633.954170458
2013-07-06,523128.62259673467,393791.5888961054,654224.6481852973
2013-07-07,584067.7529865726,452567.8087102515,704456.4456975505
2013-07-08,371101.71423255134,238552.61538609528,506677.90750823857
2013-07-09,327173.267558182,204724.4072349653,460352.909439099
2013-07-10,353474.6792914761,230152.97531319462,477649.24525499216
2013-07-11,267452.1726587865,144732.7403426861,388114.17903888325
2013-07-12,344834.03158229066,216135.39450011496,465928.1190197
2013-07-13,533477.536754157,406983.60353571165,646120.5278719154
2013-07-14,594058.4144221673,472446.0477510082,718373.5384937117
2013-07-15,380505.21786179376,248400.90678933306,509312.55209485715
2013-07-16,335746.03006315936,212845.03892736646,462310.9704315004
2013-07-17,360963.67819462775,241512.06176998361,487853.62738786143
2013-07-18,273600.9143202955,155987.65995346615,398241.6497680406
2013-07-19,349389.1132578737,223173.3692030617,470709.25893726764
2013-07-20,536195.6414809378,413585.883037434,657101.1014904303
2013-07-21,594713.5552359648,467222.99323891586,726285.9702999289
2013-07-22,378896.0305172482,253268.9221210691,501703.54750170506
2013-07-23,331702.9018079936,198415.01854594317,457419.2609758789
2013-07-24,354355.49471676,237830.904403498,482743.5679641157
2013-07-25,264341.20819834154,131755.21371171967,397115.1951702867
2013-07-26,337441.4052004472,207448.3590198877,461155.22782583983
2013-07-27,521577.7803510048,393317.51001971436,640528.7070314047
2013-07-28,577500.884023106,446922.55646625353,697086.5370533116
2013-07-29,359223.2326391504,237379.33937574193,489120.46598760237
2013-07-30,309764.4146486479,184624.89234793774,436013.3134915019
2013-07-31,330404.4143827926,198528.28027337146,453946.83248110843
2013-08-01,238686.65002410873,106453.74384278641,358970.9948897281
2013-08-02,310444.32745582046,174457.44795325873,438780.75570005405
2013-08-03,493645.32264808944,356970.5716870171,620366.9682724399
2013-08-04,549079.3157904111,412795.0534370938,682230.0213326436
2013-08-05,330789.6494062313,207513.73403093076,442187.98742523836
2013-08-06,281817.3594845719,158408.61957353522,412188.10623797704
2013-08-07,303453.6371480506,173599.16209849043,436585.63119237893
2013-08-08,213242.24779597044,87426.07402686622,334194.66794071137
2013-08-09,287005.53315384034,155684.59580853174,409578.61974261515
2013-08-10,472689.22606990027,332612.5742325054,593747.4681734052
2013-08-11,531049.8104697485,401803.42802737,661669.6996456239
2013-08-12,316086.89975900936,185222.68909699694,444078.7506201952
2013-08-13,270788.07533725444,148764.95302576353,391070.43500201555
2013-08-14,296382.42727573565,172357.868982303,432856.73267040995
2013-08-15,210344.29995156542,88299.80547387786,341355.2376240881
2013-08-16,288420.83724240656,158573.96431425432,412406.48441363097
2013-08-17,478478.51892659673,351577.9484537616,606096.8759907668
2013-08-18,541192.376978656,422166.5415429143,674104.5490380276
2013-08-19,330480.3167008393,204369.65721840522,456168.6204527379
2013-08-20,289249.93272569124,157226.11280578576,415045.1362551758
2013-08-21,318654.00847697177,195186.09524734318,434321.64262506156
2013-08-22,236096.1481138738,115252.0446835473,365816.19961800927
2013-08-23,317260.08301411266,198290.8865816044,439811.7797065952
2013-08-24,509957.79467756534,384571.9608619224,637387.4533480318
2013-08-25,574820.0972213743,440975.25267985143,695354.5768614594
2013-08-26,365732.0645123954,235603.21667883312,494063.007053306
2013-08-27,325580.6589307096,201871.48325344193,448413.12900271075
2013-08-28,355510.7252103173,220300.2065941496,477434.0413196752
2013-08-29,272930.78196328395,141716.9806143138,402942.25207555114
2013-08-30,353542.1458312303,229968.12069256834,477821.8261656105
2013-08-31,545186.5326571721,430419.79514043225,682100.2033297229
2013-09-01,608535.7910291036,482996.78402485163,721756.5614240727
2013-09-02,397526.1748373183,268826.6165123401,520697.7976477998
2013-09-03,355104.54233320645,238535.36438409513,483239.0892244219
2013-09-04,382482.6837588165,256835.28755780647,507147.1621755084
2013-09-05,297141.2558254145,168731.76996320073,427165.2449898749
2013-09-06,374856.9095128016,252018.12860881293,495829.92889818887
2013-09-07,563547.8114794043,439828.8084682506,690355.1814116932
2013-09-08,623961.2731500039,495699.8037416605,766389.7745700768
2013-09-09,410105.9539509216,286394.9980180122,532102.7008389154
2013-09-10,364996.0854382214,237387.12895582186,493628.2251792532
2013-09-11,389903.97526217543,264001.0226644442,521187.8578799328
2013-09-12,302362.3221638755,175514.3421612198,432832.8154059407
2013-09-13,378189.9757532525,241934.9718611713,503111.35953783884
2013-09-14,565336.3816499645,430436.57343868347,681576.2333588409
2013-09-15,624568.4580542713,505734.27986730955,750253.1040249602
2013-09-16,409902.3929821346,277132.8947751575,539971.0840231745
2013-09-17,364347.82162954105,237868.4207601188,489782.08404055185
2013-09-18,389160.64508376544,253679.36172275766,515822.80533932796
2013-09-19,301846.01321421243,179556.55757299755,428277.0740036965
2013-09-20,378185.0866664304,246626.25852153744,517661.72021950455
2013-09-21,566080.7897094528,446596.1053568438,692861.0771410887
2013-09-22,626246.2619522567,489595.3225240326,752805.483222294
2013-09-23,412638.4519104579,294399.8699020785,543242.1210955668
2013-09-24,368204.25874855265,234925.0134825627,499339.3325142439
2013-09-25,394135.42491131934,268809.73409004987,525702.4031980699
2013-09-26,307873.6402561056,182154.7134026955,422684.46473300445
2013-09-27,385139.4085434086,261421.97938344732,516506.1612670127
2013-09-28,573873.9439583381,446791.8925141368,699622.1210677613
2013-09-29,634647.1434349294,515019.81516281393,757737.489513201
2013-09-30,421375.21953766,292595.9757263722,555956.5026490771
2013-10-01,376974.14720859675,255806.1958884369,509754.16122124443
2013-10-02,402615.6814996973,269693.72187242546,531199.7293000565
2013-10-03,315733.24982731947,180264.7263931568,445969.3137391343
2013-10-04,392051.24231880595,258290.99279842083,522025.70678435
2013-10-05,579432.8313517362,458363.12348813907,714948.1168191851
2013-10-06,638569.9608897828,508087.2402983726,765816.5359161268
2013-10-07,423417.8965329545,293445.07167436386,550971.8902938555
2013-10-08,376941.7076513777,252416.3430395811,505989.55122679786
2013-10-09,400370.8676224233,273882.55920775805,524535.7925347219
2013-10-10,311203.4351263497,175921.14002100666,436145.8219876928
2013-10-11,385233.3887941289,256686.8351422624,508101.55308869237
2013-10-12,570396.3030409671,432214.8801338408,690581.6569941572
2013-10-13,627457.068816084,510849.74475334794,760798.1522639008
2013-10-14,410442.1179300265,287542.20485088544,542347.7442708053
2013-10-15,362383.592712558,232168.14761819813,495177.48268405016
2013-10-16,384571.7180011581,257775.22034212368,515201.7290808718
2013-10-17,294556.90788446023,163334.4082187209,425501.9501770352
2013-10-18,368175.2453681274,245649.39167423375,492462.2641154024
2013-10-19,553392.5830780691,429470.99128270004,675841.3395761057
2013-10-20,610991.0215635523,477967.60181310045,740577.8727784172
2013-10-21,395000.26755376585,258638.80119309406,514080.9315320979
2013-10-22,348441.34708463197,227210.6488875259,480975.6822592477
2013-10-23,372578.9519738712,248260.92320549968,497637.6790167859
2013-10-24,284923.96106909134,151952.66706536253,405416.4305422923
2013-10-25,361259.7705163306,234798.0548649787,487099.21366396995
2013-10-26,549487.6642285308,426393.4484069927,668031.6049727909
2013-10-27,610314.9514858336,481157.5458650745,737295.0712528536
2013-10-28,397688.33234883135,277396.3581654107,522830.396431707
2013-10-29,354539.9131501883,230294.159454626,477262.8680404232
2013-10-30,382042.08824494097,255682.88962726056,506949.4807627919
2013-10-31,297612.75919003144,178383.83321753808,414176.62753068097
2013-11-01,376944.4493006728,255083.6215512328,505014.1040400211
2013-11-02,567852.4645359174,447226.4175189743,691678.1375377739
2013-11-03,630965.7457366078,498193.47695918154,754446.289521381
2013-11-04,420162.7917038732,307443.72866160073,548272.2155977632
2013-11-05,378319.9971659058,240365.56167665665,498765.08804323745
2013-11-06,406568.54896847485,277361.1998503211,524591.6626901932
2013-11-07,322301.2863024132,190818.42984951052,447768.57110968564
2013-11-08,401203.02706064616,275567.9303492895,535085.254185857
2013-11-09,591099.4666772031,474383.26795560657,722475.7945730734
2013-11-10,652648.2625773125,522856.735457791,773292.1764974928
2013-11-11,439774.6656457407,298389.4025014372,570660.9629402928
2013-11-12,395419.03923091525,273589.8083235559,518687.0078064796
2013-11-13,420792.4203873362,289005.8214745309,540236.9268398698
2013-11-14,333381.555317692,203896.2343373747,463699.49504381436
2013-11-15,408976.9515677532,277094.42863889603,533514.4651190332
2013-11-16,595519.1071662172,464626.4867266121,734895.5574677493
2013-11-17,653786.5957645674,522641.2717060102,784459.8707863624
2013-11-18,437828.44552579685,310237.9824906029,556584.7655416329
2013-11-19,390708.23709749716,265239.54996520816,512578.4797096323
2013-11-20,413756.1663874816,288930.38494155643,539758.397765683
2013-11-21,324570.59889095044,194502.4273298239,455271.47934620344
2013-11-22,399042.75428771414,273249.1369767062,529149.0253220248
2013-11-23,585199.7758376342,452186.77912823827,712993.6985964198
2013-11-24,643889.9544482046,524108.1837752243,769536.6201946558
2013-11-25,429212.62898664374,310137.3836778777,560833.0649357951
2013-11-26,384260.26314287086,261417.2943761973,512007.7045111308
2013-11-27,410369.0083431335,277793.40649123763,535531.8979701917
2013-11-28,325119.33019573893,202300.9935033998,458424.74676649814
2013-11-29,404360.3731266743,275057.1065265722,544471.7778777466
2013-11-30,596053.338280576,471505.16811521124,724518.6355662621
2013-12-01,660957.6480186374,525410.1202979904,785484.3887190222
2013-12-02,453062.40558912855,322236.1737090859,580278.2063227006
2013-12-03,415330.62039711716,285247.26515920274,549286.1481948708
2013-12-04,448952.46244156937,323185.87824416015,571537.4536873795
2013-12-05,371349.0623786788,239289.02534305985,506034.8334311831
2013-12-06,458200.4573030299,323042.0415628957,576130.0100562519
2013-12-07,657292.870990313,532415.3651516245,781724.5958301002
2013-12-08,729209.0060709331,594290.649984199,866401.808229829
2013-12-09,527763.7537531749,396439.2340103474,647216.5710113711
2013-12-10,495752.68416022684,359172.5704125959,620346.0146783141
2013-12-11,534209.4718758605,404680.4688769463,670988.7683069565
2013-12-12,460413.66548736184,328534.7468762302,590394.5195800955
2013-12-13,549922.2976654354,412384.12689769326,678648.2934505299
2013-12-14,750420.427918782,635056.0016570082,876606.9188982897
2013-12-15,822414.2083981211,685772.219849062,941827.586771994
2013-12-16,619668.8031787543,491711.3937637908,748463.2877330056
2013-12-17,584958.4628624157,465784.50142166467,711521.8493740605
2013-12-18,619324.8635173739,498203.6496754343,753808.1982415977
2013-12-19,540085.0901563908,415439.3512160343,667907.9408610185
2013-12-20,622862.7504807729,497561.48147325375,760415.6205706516
2013-12-21,815437.3184290531,692617.4235271609,937802.9732448813
2013-12-22,878435.3233631994,761102.5914195309,1012394.1349647525
2013-12-23,665765.7582874369,538405.6941592775,783229.2489316979
2013-12-24,620367.068332941,498032.9172237006,750626.1407107568
2013-12-26,552561.0988468383,429985.30854497245,680418.3323285746
2013-12-27,623490.4792280757,497281.8665550135,745999.04792039
2013-12-28,804235.6725903769,670666.9162059778,927597.9857238692
2013-12-29,855628.6815853158,727888.6213616927,977742.1445628669
2013-12-30,631778.6882361509,504932.19389799493,757905.5452100448
2013-12-31,575814.5714265138,447332.8915209909,703774.8475190022
2014-01-02,489410.6884929528,363475.5765137222,623361.1941122187
2014-01-03,552603.450124982,437931.1290468561,677026.0073319237
2014-01-04,726812.411767438,598274.4781253274,859622.5448946358
2014-01-05,772956.1144034246,648191.2747167625,890508.1623740703
2014-01-06,545202.086759126,411973.2405501347,668605.810427223
2014-01-07,486708.3906500805,368731.01933347725,608392.8356663089
2014-01-08,498873.88315270987,372872.15401646413,633598.8449795241
2014-01-09,399338.7696892627,274254.87502742105,525422.2373064987
2014-01-10,464009.111191007,344267.5485060696,593707.1399308316
2014-01-11,640900.5413063075,512564.07881649636,771177.5046125015
2014-01-12,690824.940971062,573669.6063748712,826366.2135842053
2014-01-13,467822.5469220191,352023.3865231566,602028.9803744919
2014-01-14,414906.92772048723,288831.4924336536,536664.2507949257
2014-01-15,433319.0503644034,306206.9981771862,560426.0086045417
2014-01-16,340531.91124308755,204668.34000613115,474641.4237409708
2014-01-17,412279.28810380615,286134.10761182354,540192.065341235
2014-01-18,596403.7587384979,464667.4740779882,725042.245882428
2014-01-19,653547.62336309,527194.6239415052,772635.0939347576
2014-01-20,437589.09897403466,313420.85788496706,558746.8407348099
2014-01-21,391391.1163406909,263583.6731863087,515093.1485039061
2014-01-22,416058.84767577477,289244.98836327594,546963.0450181444
2014-01-23,328947.35409007187,215804.88872422502,458861.6091288254
2014-01-24,405692.83725458116,280667.8056418227,527947.4225217706
2014-01-25,594062.5833856715,472049.81304828695,718094.6333011248
2014-01-26,654647.1942472626,531372.5585427606,777122.3415991507
2014-01-27,441297.4482184738,316371.57639184874,556588.784582261
2014-01-28,396873.11399325536,271460.62853133737,523409.10279377305
2014-01-29,422499.854155562,300275.1307586812,544280.5926651509
2014-01-30,335575.6338583819,208899.6814853142,449894.5450879238
2014-01-31,411800.16117975634,292651.8879530623,535961.3755943311
2014-02-01,599022.5041548744,479474.09892449743,723196.893852172
2014-02-02,657930.5491467493,529528.5795665054,777891.1150784912
2014-02-03,442484.7246328698,309556.4183594413,575623.7127539522
2014-02-04,395663.40275123547,269230.4672039579,522523.2744970192
2014-02-05,418716.21189859556,284632.1865183148,548626.348854464
2014-02-06,329166.7752500829,207317.1575717944,457997.9945449638
2014-02-07,402838.50227362156,271578.9109521303,531582.5249762156
2014-02-08,587698.6768934896,463567.69024677837,716109.9779466585
2014-02-09,644544.6010972692,524558.3002620094,772262.271688808
2014-02-10,427434.30519408593,313875.7092629616,551391.4507236968
2014-02-11,379429.3148920317,257815.27652069877,504502.5001085689
2014-02-12,401845.77501651365,273828.0348396456,527034.2155321569
2014-02-13,312255.49827279575,189874.31055524282,441144.4900031406
2014-02-14,386510.605368292,258365.8320818466,518897.1992895574
2014-02-15,572587.0242006616,449001.6702922708,695136.0417421176
2014-02-16,631270.6152688551,500418.6117754997,757389.8165917693
2014-02-17,416588.4271807639,292358.82050884876,539780.0675828379
2014-02-18,371552.54973805073,238698.75702338218,487610.0493905928
2014-02-19,397412.8272236006,266732.344297339,524679.8650891987
2014-02-20,311659.94975947076,184592.6599066018,436255.3649287667
2014-02-21,390052.52673700056,253383.089401535,515403.9157112772
2014-02-22,580463.3377736841,461380.3381275861,717217.0613030721
2014-02-23,643568.4482891471,510880.17346906674,766998.7155226592
2014-02-24,433281.60797290225,317959.45215115126,558122.466187395
2014-02-25,392501.31093083404,268133.71091846615,520823.1415708142
2014-02-26,422366.6908069334,295670.70744255953,551061.8849355761
2014-02-27,340263.6812815337,208986.1055963515,468439.84106573963
2014-02-28,421854.96269277367,281475.9762173963,547394.6025346876
2014-03-01,614928.8134771445,480101.81742561504,734283.8993906447
2014-03-02,680090.4852532665,550129.9005647178,813481.535344879
2014-03-03,471198.46185322676,350884.36887496605,600587.2512694384
2014-03-04,431112.9348535087,307188.37521227694,555244.9748792931
2014-03-05,460952.6355709969,327480.7294440666,589271.2339600853
2014-03-06,378101.434177862,252423.6794299194,515463.77406837745
2014-03-07,458238.22097544314,316912.74631078215,587610.7777714161
2014-03-08,649185.1967372319,532741.1353732,783744.6289299408
2014-03-09,711598.2127310737,584581.3971565033,843326.3320846279
2014-03-10,499401.55455822474,374941.0376153429,619268.4432090889
2014-03-11,455534.5520064175,325031.39303440735,585123.5693156137
2014-03-12,481206.20426234166,354821.8199545579,609835.4371001695
2014-03-13,393899.30292648333,265862.3993862228,519573.2559482992
2014-03-14,469397.63577871793,341016.10054667835,588529.1931375945
2014-03-15,655631.474777498,526957.5522806938,786225.5684114154
2014-03-16,713365.0671011404,587996.4904702986,834054.8649608039
2014-03-17,496628.602367597,369966.45230421924,635740.8825340462
2014-03-18,448462.1110096328,309999.2906671122,565677.1740759121
2014-03-19,470167.5622053262,346736.5838492062,590422.5824630145
2014-03-20,379310.70286740083,254907.86327833234,500710.74086025194
2014-03-21,451746.2822982042,326003.0848823878,576123.3910734432
2014-03-22,635461.9141723581,511218.4423484133,757074.4847310182
2014-03-23,691264.3329721,562498.4194058245,811946.5199631151
2014-03-24,473210.54492664535,346915.72015761404,601968.1320087451
2014-03-25,424351.34332284913,300035.8850680341,545953.505416845
2014-03-26,445983.4592934978,317872.6058431603,585465.9318273074
2014-03-27,355651.8802013239,226243.91886104245,481783.2441341128
2014-03-28,429175.9592328493,296821.5389378544,554855.0098257805
2014-03-29,614494.5360414293,491306.3319169921,739139.1992503928
2014-03-30,672353.7840115766,538863.8422091104,790565.3523495772
2014-03-31,456740.2342178228,333840.2121012812,589730.9607411427
2014-04-01,410626.38912076375,291921.3650556091,538237.6614439081
